2009.87;-1867.66;20.47
2009.96;-1844.02;20.22
2010.04;-1845.86;19.95
2010.12;-1827.62;19.78
2010.20;-1814.70;20.95
2010.29;-1838.58;19.08
2010.37;-1805.34;19.39
2010.45;-1911.83;23.42
2010.54;-2088.10;20.32
2010.62;-2282.80;19.48
2010.71;-2380.13;20.23
2010.79;-2345.26;21.78
2010.87;-2362.46;22.91
2010.95;-2344.25;23.48
2011.13;-2323.49;26.47
2011.20;-2306.20;24.50
2011.29;-2304.75;23.66
2011.37;-2322.21;22.91
2011.54;-2512.98;24.27
2011.62;-2706.17;22.74
2011.71;-2763.47;21.63
2011.79;-2787.74;20.78
2011.83;-2786.10;21.22
2012.00;-2726.64;20.43
2012.04;-2736.03;19.47
2012.12;-2717.86;20.90
2012.21;-2671.96;19.20
2012.26;-2661.68;23.08
2012.46;-2690.10;21.13
2012.54;-2921.23;20.10
2012.62;-3231.11;20.02
2012.70;-3332.77;22.37
2012.88;-3266.03;22.92
2012.96;-3251.26;20.87
2013.04;-3249.57;20.39
2013.12;-3240.38;22.08
2013.30;-3238.55;22.79
2013.37;-3202.05;20.22
2013.46;-3183.66;20.76
2013.54;-3296.60;20.22
2013.79;-3359.30;20.13
2013.87;-3358.07;19.50
2013.96;-3347.82;19.17
2014.02;-3332.59;22.93
2014.20;-3279.22;17.07
2014.29;-3267.23;17.46
2014.37;-3267.47;17.76
2014.45;-3305.80;19.27
2014.62;-3589.16;18.08
2014.71;-3628.03;17.47
2014.79;-3611.53;16.66
2014.88;-3607.20;16.71
2015.06;-3521.10;19.55
2015.12;-3527.11;33.53
2015.20;-3481.10;15.05
2015.29;-3474.26;15.84
2015.32;-3469.81;16.95
2015.53;-3655.57;18.02
2015.62;-3791.65;17.47
2015.70;-3828.55;19.26
2015.98;-3770.64;20.01
2016.04;-3716.20;18.43
2016.12;-3737.97;17.34
2016.21;-3737.15;17.48
2016.38;-3706.26;18.71
2016.46;-3702.43;17.74
2016.54;-3873.94;18.46
2016.64;-4127.88;21.23
2016.91;-3999.45;41.30
2016.98;-4067.24;41.14
2017.06;-4015.79;41.13
2017.25;-4008.24;40.96
2017.31;-3975.10;40.29
2017.36;-3967.80;39.47
2017.44;-3997.49;39.04
2018.45;-4048.07;19.72
2018.52;-4072.03;18.77
2018.83;-4212.05;18.44
2018.87;-4178.00;16.78
2018.96;-4189.31;16.18
2019.04;-4194.19;15.93
2019.12;-4220.17;16.17
2019.20;-4240.94;15.93
2019.29;-4225.54;15.82
2019.37;-4207.18;15.82
2019.45;-4262.81;15.84
2019.54;-4464.94;15.73
2019.62;-4694.21;15.83
2019.71;-4786.51;16.03
2019.79;-4770.96;15.75
2019.87;-4728.82;15.75
2019.96;-4733.27;15.84
2020.04;-4770.81;15.99
2020.12;-4725.14;16.11
2020.21;-4760.04;15.91
2020.29;-4750.37;15.75
2020.37;-4723.12;15.72
2020.46;-4760.63;15.87
2020.54;-4913.78;15.77
2020.62;-4995.52;15.76
2020.71;-5000.73;15.87
2020.79;-4934.12;16.59
2020.87;-4929.20;17.56
2020.96;-4907.15;18.52
2021.04;-4846.77;19.29
2021.12;-4909.20;20.14
2021.20;-4904.12;21.08
2021.29;-4882.18;21.85
2021.37;-4927.38;22.64
2021.46;-4921.24;29.08
2021.54;-4958.08;35.31
2021.62;-5095.16;41.66
2021.71;-5144.58;48.82
