2013.79;-1291.44;38.01
2013.87;-1339.03;36.03
2013.96;-1390.29;35.45
2014.02;-1499.33;40.12
2014.20;-1607.28;32.35
2014.29;-1526.42;33.19
2014.37;-1432.47;33.14
2014.45;-1476.62;35.04
2014.62;-1524.55;33.51
2014.71;-1351.24;33.00
2014.79;-1440.89;31.99
2014.88;-1515.88;31.56
2015.06;-1820.83;35.31
2015.12;-1896.80;56.93
2015.20;-1863.21;30.75
2015.29;-1840.99;32.24
2015.32;-1768.96;34.83
2015.53;-1735.50;37.19
2015.62;-1885.86;34.62
2015.70;-1839.14;36.97
2015.98;-1883.70;36.86
2016.04;-1906.29;35.36
2016.12;-1982.09;34.10
2016.21;-1917.98;35.08
2016.38;-1780.69;37.40
2016.46;-1763.74;34.43
2016.54;-1644.73;34.27
2016.64;-1590.20;36.53
2016.91;-1661.52;61.29
2016.98;-1574.82;61.17
2017.06;-1594.94;60.59
2017.25;-1916.72;61.89
2017.31;-1838.61;61.26
2017.36;-1803.27;59.87
2017.44;-1800.63;59.78
2018.45;-1973.21;34.35
2018.52;-1988.30;31.43
2018.83;-2247.50;30.30
2018.87;-2212.22;28.20
2018.96;-2265.42;27.41
2019.04;-2356.28;27.15
2019.12;-2399.55;27.11
2019.20;-2303.37;26.87
2019.29;-2123.21;26.88
2019.37;-2175.69;26.79
2019.45;-2267.67;26.75
2019.54;-2171.98;26.79
2019.62;-2217.63;26.79
2019.71;-2092.96;26.85
2019.79;-2276.04;26.81
2019.87;-2336.95;26.74
2019.96;-2382.88;26.73
2020.04;-2691.81;26.93
2020.12;-2797.47;26.96
2020.21;-2617.74;26.75
2020.29;-2525.24;26.79
2020.37;-2446.41;26.76
2020.46;-2413.99;26.74
2020.54;-2346.75;26.79
2020.62;-2239.45;26.78
2020.71;-2426.87;26.75
2020.79;-2526.37;27.48
2020.87;-2573.25;28.33
2020.96;-2726.58;29.03
2021.04;-3041.99;29.87
2021.12;-2726.70;30.77
2021.20;-2680.64;31.42
2021.29;-2472.33;32.29
2021.37;-2455.87;33.27
2021.46;-2622.26;39.28
2021.54;-2670.07;46.08
2021.62;-2622.88;53.61
2021.71;-2693.60;60.67
